"文件","起始行","结束行","符号","类型","作用"
"lib/literature/providers/openalex.ts","220","241","openAlexProvider","变量","保存或计算 openAlexProvider 所需的数据"
"lib/literature/providers/openalex.ts","225","228","searchPapers","方法","实现 searchPapers 的调用与控制流程"
"lib/literature/providers/openalex.ts","230","232","getPaper","方法","实现 getPaper 的调用与控制流程"
"lib/literature/providers/openalex.ts","234","240","normalizePaper","方法","实现 normalizePaper 的调用与控制流程"
"lib/literature/providers/openalex.ts","243","258","searchOpenAlexPapers","函数","实现 searchOpenAlexPapers 的调用与控制流程"
"lib/literature/providers/openalex.ts","249","255","函数@249","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","256","256","函数@256","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openalex.ts","257","257","函数@257","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openreview.ts","3","6","导入@3","导入","引入本文件依赖"
"lib/literature/providers/openreview.ts","7","14","导入@7","导入","引入本文件依赖"
"lib/literature/providers/openreview.ts","20","22","OpenReviewFieldValue","类型","定义 OpenReviewFieldValue 的数据契约"
"lib/literature/providers/openreview.ts","24","32","OpenReviewNoteContent","类型","定义 OpenReviewNoteContent 的数据契约"
"lib/literature/providers/openreview.ts","34","40","OpenReviewNote","类型","定义 OpenReviewNote 的数据契约"
"lib/literature/providers/openreview.ts","42","45","OpenReviewSearchResponse","类型","定义 OpenReviewSearchResponse 的数据契约"
"lib/literature/providers/openreview.ts","47","49","OpenReviewNotesResponse","类型","定义 OpenReviewNotesResponse 的数据契约"
"lib/literature/providers/openreview.ts","51","62","readContentValue","函数","实现 readContentValue 的调用与控制流程"
"lib/literature/providers/openreview.ts","64","71","timestampToPublishedAt","函数","实现 timestampToPublishedAt 的调用与控制流程"
"lib/literature/providers/openreview.ts","73","91","extractDoiFromNote","函数","实现 extractDoiFromNote 的调用与控制流程"
"lib/literature/providers/openreview.ts","93","111","extractArxivIdFromNote","函数","实现 extractArxivIdFromNote 的调用与控制流程"
"lib/literature/providers/openreview.ts","113","127","buildOpenReviewCategories","函数","实现 buildOpenReviewCategories 的调用与控制流程"
"lib/literature/providers/openreview.ts","129","145","paperWithinDateRange","函数","实现 paperWithinDateRange 的调用与控制流程"
"lib/literature/providers/openreview.ts","147","150","buildForumUrl","函数","实现 buildForumUrl 的调用与控制流程"
"lib/literature/providers/openreview.ts","152","197","normalizeOpenReviewNote","函数","实现 normalizeOpenReviewNote 的调用与控制流程"
"lib/literature/providers/openreview.ts","173","173","函数@173","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openreview.ts","183","183","函数@183","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openreview.ts","199","256","fetchOpenReviewSearchNotes","函数","实现 fetchOpenReviewSearchNotes 的调用与控制流程"
"lib/literature/providers/openreview.ts","250","254","函数@250","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/openreview.ts","258","292","fetchOpenReviewNoteById","函数","实现 fetchOpenReviewNoteById 的调用与控制流程"
"lib/literature/providers/openreview.ts","294","314","openReviewProvider","变量","保存或计算 openReviewProvider 所需的数据"
"lib/literature/providers/openreview.ts","299","301","searchPapers","方法","实现 searchPapers 的调用与控制流程"
"lib/literature/providers/openreview.ts","303","305","getPaper","方法","实现 getPaper 的调用与控制流程"
"lib/literature/providers/openreview.ts","307","313","normalizePaper","方法","实现 normalizePaper 的调用与控制流程"
"lib/literature/providers/placeholders.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/literature/providers/pubmed.ts","3","6","导入@3","导入","引入本文件依赖"
"lib/literature/providers/pubmed.ts","7","7","导入@7","导入","引入本文件依赖"
"lib/literature/providers/pubmed.ts","8","14","导入@8","导入","引入本文件依赖"
"lib/literature/providers/pubmed.ts","15","15","导入@15","导入","引入本文件依赖"
"lib/literature/providers/pubmed.ts","23","32","decodeXml","函数","实现 decodeXml 的调用与控制流程"
"lib/literature/providers/pubmed.ts","34","39","formatPubMedDate","函数","实现 formatPubMedDate 的调用与控制流程"
"lib/literature/providers/pubmed.ts","41","68","buildPubMedSearchTerm","函数","实现 buildPubMedSearchTerm 的调用与控制流程"
"lib/literature/providers/pubmed.ts","47","47","函数@47","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","52","52","函数@52","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","65","65","函数@65","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","70","73","extractTagValue","函数","实现 extractTagValue 的调用与控制流程"
"lib/literature/providers/pubmed.ts","75","91","extractAuthors","函数","实现 extractAuthors 的调用与控制流程"
"lib/literature/providers/pubmed.ts","79","89","函数@79","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","93","105","extractAbstract","函数","实现 extractAbstract 的调用与控制流程"
"lib/literature/providers/pubmed.ts","97","97","函数@97","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","107","113","extractPublicationTypes","函数","实现 extractPublicationTypes 的调用与控制流程"
"lib/literature/providers/pubmed.ts","111","111","函数@111","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","115","138","extractPublishedAt","函数","实现 extractPublishedAt 的调用与控制流程"
"lib/literature/providers/pubmed.ts","140","165","normalizePubMedMonth","函数","实现 normalizePubMedMonth 的调用与控制流程"
"lib/literature/providers/pubmed.ts","149","162","monthMap","变量","保存或计算 monthMap 所需的数据"
"lib/literature/providers/pubmed.ts","167","202","parsePubMedArticles","函数","实现 parsePubMedArticles 的调用与控制流程"
"lib/literature/providers/pubmed.ts","204","213","PubMedArticleRaw","类型","定义 PubMedArticleRaw 的数据契约"
"lib/literature/providers/pubmed.ts","215","236","normalizePubMedArticle","函数","实现 normalizePubMedArticle 的调用与控制流程"
"lib/literature/providers/pubmed.ts","238","296","searchPubMedIds","函数","实现 searchPubMedIds 的调用与控制流程"
"lib/literature/providers/pubmed.ts","298","333","fetchPubMedRecords","函数","实现 fetchPubMedRecords 的调用与控制流程"
"lib/literature/providers/pubmed.ts","335","367","pubmedProvider","变量","保存或计算 pubmedProvider 所需的数据"
"lib/literature/providers/pubmed.ts","340","356","searchPapers","方法","实现 searchPapers 的调用与控制流程"
"lib/literature/providers/pubmed.ts","358","362","getPaper","方法","实现 getPaper 的调用与控制流程"
"lib/literature/providers/pubmed.ts","364","366","normalizePaper","方法","实现 normalizePaper 的调用与控制流程"
"lib/literature/providers/pubmed.ts","369","377","searchPubMedUnifiedPapers","函数","实现 searchPubMedUnifiedPapers 的调用与控制流程"
"lib/literature/providers/pubmed.ts","375","375","函数@375","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","376","376","函数@376","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/pubmed.ts","379","397","fetchPubMedPapers","函数","实现 fetchPubMedPapers 的调用与控制流程"
"lib/literature/providers/pubmed.ts","387","396","函数@387","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","3","3","导入@3","导入","引入本文件依赖"
"lib/literature/providers/semantic-scholar.ts","4","4","导入@4","导入","引入本文件依赖"
"lib/literature/providers/semantic-scholar.ts","5","13","导入@5","导入","引入本文件依赖"
"lib/literature/providers/semantic-scholar.ts","14","18","导入@14","导入","引入本文件依赖"
"lib/literature/providers/semantic-scholar.ts","66","73","SemanticScholarRateLimitError","类","封装 SemanticScholarRateLimitError 的状态和行为"
"lib/literature/providers/semantic-scholar.ts","75","77","SemanticScholarAuthor","类型","定义 SemanticScholarAuthor 的数据契约"
"lib/literature/providers/semantic-scholar.ts","79","103","SemanticScholarPaper","类型","定义 SemanticScholarPaper 的数据契约"
"lib/literature/providers/semantic-scholar.ts","105","108","SemanticScholarSearchResponse","类型","定义 SemanticScholarSearchResponse 的数据契约"
"lib/literature/providers/semantic-scholar.ts","110","112","SemanticScholarReferenceEntry","类型","定义 SemanticScholarReferenceEntry 的数据契约"
"lib/literature/providers/semantic-scholar.ts","114","116","SemanticScholarCitationEntry","类型","定义 SemanticScholarCitationEntry 的数据契约"
"lib/literature/providers/semantic-scholar.ts","118","121","getSemanticScholarApiKey","函数","实现 getSemanticScholarApiKey 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","123","134","buildRequestHeaders","函数","实现 buildRequestHeaders 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","124","126","headers","变量","保存或计算 headers 所需的数据"
"lib/literature/providers/semantic-scholar.ts","136","151","buildLookupIds","函数","实现 buildLookupIds 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","153","157","formatAuthors","函数","实现 formatAuthors 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","155","155","函数@155","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","156","156","函数@156","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","159","164","getDoiFromExternalIds","函数","实现 getDoiFromExternalIds 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","166","181","mapNetworkItem","函数","实现 mapNetworkItem 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","183","189","parseJsonResponse","函数","实现 parseJsonResponse 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","191","227","fetchSemanticScholar","函数","实现 fetchSemanticScholar 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","218","218","函数@218","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","229","235","buildSearchQuery","函数","实现 buildSearchQuery 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","232","232","函数@232","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","237","248","buildSearchYearFilter","函数","实现 buildSearchYearFilter 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","250","270","isWithinDateRange","函数","实现 isWithinDateRange 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","272","274","uniqueNonEmpty","函数","实现 uniqueNonEmpty 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","273","273","函数@273","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","276","322","normalizeSemanticScholarPaper","函数","实现 normalizeSemanticScholarPaper 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","324","352","searchSemanticScholarPapers","函数","实现 searchSemanticScholarPapers 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","349","350","函数@349","函数","实现 匿名逻辑 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","354","364","getSemanticScholarPaperById","函数","实现 getSemanticScholarPaperById 的调用与控制流程"
"lib/literature/providers/semantic-scholar.ts","366","369","lookupPaperById","函数","实现 lookupPaperById 的调用与控制流程"
